start;end;duration;jobs;njobs;days;ndays
223076641119;223100614723;23973604;11;1;1;1
226930297896;226955643345;25345449;11;1;1;1
230407194940;230441129801;33934861;11;1;1;1
233874150132;233900138538;25988406;11;1;1;1
237728493697;237753311887;24818190;11;1;1;1
241761863312;241786758255;24894943;11;1;1;1
245945708056;245971919059;26211003;11;1;1;1
249711197405;249738547825;27350420;11;1;1;1
253459039523;253486943114;27903591;2,9,11;3;1;1
257274149718;257303427819;29278101;2,9,11;3;1;1
261202764139;261230973977;28209838;11;1;1;1
262773658921;262802693632;29034711;11;1;1;1
